"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35"
"332","番茄炖牛腩 ","独家薄荷鲜虾牛肉卷 ","芹菜炒腰花","凉拌蒜蓉西兰花","番茄有机花菜","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","小炒羊腰 ","金玉良缘","清蒸蝶鱼","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","倒立蒸梭子蟹","牛尾汤","孜然羊排","照烧鸡腿 ","辣炒海带丝","香菇鹌鹑蛋","凉拌萝卜丝","老式面包","培根花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","盘蟹蒸蛋","蛋挞","冰镇花螺","番茄有机花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","拌土豆丝","焖猪手","番茄炖牛腩 ","培根花菜","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","西瓜胡萝卜沙拉","麻辣小龙虾","蒜香辣花甲","豌豆薯仔猪骨汤","凉拌萝卜丝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","番茄炖牛腩 ","蒜蓉生蚝","辣炒海带丝","照烧鸡腿 ","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","清蒸海鱼","辣炒海带丝","一品香酥藕",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","辣炒海带丝","香烤牛排 ","白胡椒胡萝卜羊肉汤","爆炒鸡翅","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","麻辣小龙虾","糖醋蕃茄溜青花",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","香酥两吃大虾","三丝鳝鱼","姜葱炒花蟹","蒙古烤羊腿 ","意文柠檬汁 ","一品香酥藕","啤酒鸭","自制猪肉脯","凉拌蒜蓉西兰花","土豆西红柿汤面","五色糯米饭(七色)","牛肉鸡蛋肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","麻辣小龙虾","白胡椒胡萝卜羊肉汤","水煮鱼","辣炒海带丝","香烤牛排 ","凉拌萝卜丝","凉拌菠菜","爆炒鸡翅","香菇鸡肉粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","清蒸蝶鱼","葱油凉拌藕片","辣炒海带丝","培根紫菜卷","焖猪手","黄花菜炒木耳","牛尾汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","百里香奶油烤紅酒牛肉","芝士烩波士顿龙虾","金玉良缘","糖醋蕃茄溜青花","路易拉菲红酒干红",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","清蒸蝶鱼","拌土豆丝","焖猪手","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","番茄炖牛腩 ","金玉良缘","照烧鸡腿 ","拌土豆丝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","清蒸蝶鱼","姜葱炒花蟹","凉拌萝卜丝","番茄有机花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","芝士烩波士顿龙虾","谷稻小庄 ","凉拌萝卜丝","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","水煮鱼","肉丁茄子","蛋挞","张裕葡萄酒张裕赤霞珠干红 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","麻辣小龙虾","爆炒鳝碌","铁板牛肉","三色凉拌手撕兔","炝炒大白菜","谷稻小庄 ","路易拉菲红酒干红","不加一滴油的酸奶蛋糕","蛋挞","土豆西红柿汤面","五色糯米饭(七色)","西瓜胡萝卜沙拉","香菇鹌鹑蛋",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","铁板牛肉","番茄甘蓝","核桃葡萄干土司","皮蛋瘦肉粥","张裕葡萄酒张裕赤霞珠干红 ","姜葱炒花蟹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","麻辣小龙虾","谷稻小庄 ","冰糖红豆薏米粥","超人气广式肠粉","紫薯面包卷",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","香酥两吃大虾","倒立蒸梭子蟹","辣炒鱿鱼","独家薄荷鲜虾牛肉卷 ","辣炒海带丝","照烧鸡腿 ","凉拌菠菜","培根花菜","糖醋蕃茄溜青花","蛋挞","小米南瓜粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","水煮鱼","油焖麻辣虾","培根紫菜卷","凉拌菠菜","白胡椒胡萝卜羊肉汤","百里香奶油烤红酒牛肉","凉拌蒜蓉西兰花","鱼香肉丝拌面","打卤面","南瓜芝士包","五色糯米饭(七色)","清爽拌凉面","蒜香包","谷稻小庄 ","露露无糖杏仁露","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","麻辣小龙虾","蒜香辣花甲","百里香奶油烤红酒牛肉","凉拌蒜蓉西兰花","黄尾袋鼠西拉子红葡萄酒","葡萄奶酥(超酥香的饼干)","桂圆枸杞鸽子汤","美妙绝伦之白莲花","葱油凉拌藕片","培根紫菜卷","香辣爆羊肝 ","意文柠檬汁 ","干锅田鸡","培根花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","牛尾汤","独家薄荷鲜虾牛肉卷 ","香菇鹌鹑蛋","西瓜胡萝卜沙拉","谷稻小庄 ","黄油曲奇饼干","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","麻辣小龙虾","水煮鱼","辣炒鱿鱼","凉拌菠菜","倒立蒸梭子蟹","蒙古烤羊腿 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","葱姜炒蟹","水煮鱼","倒立蒸梭子蟹","剁椒鱼头","番茄炖秋葵","大理石奶油蛋糕","南瓜芝士包","葱油凉拌藕片","豌豆薯仔猪骨汤","青炒扁豆","冰糖红豆薏米粥","小米南瓜粥","鸡蛋、肉末肠粉","核桃葡萄干土司","花蛤蒸蛋","自制猪肉脯","露露无糖杏仁露",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","清蒸海鱼","照烧鸡腿 ","爆炒鸡翅","番茄有机花菜","鱼香肉丝拌面","广式虾仁肠粉","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","芝士烩波士顿龙虾","爆炒猪肝","自制猪肉脯","辣炒鱿鱼","焖猪手","水煮鱼","油焖麻辣虾","香酥两吃大虾","姜葱炒花蟹","香菇鹌鹑蛋","百里香奶油烤红酒牛肉","照烧鸡腿 ","独家薄荷鲜虾牛肉卷 ","红酒土豆烧鸭腿 ","53度茅台",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","芝士烩波士顿龙虾","倒立蒸梭子蟹","花蛤蒸蛋","鲜美鳝鱼","百里香奶油烤红酒牛肉","白斩鸡","爆炒猪肝","50度古井贡酒","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","芝士烩波士顿龙虾","蒙古烤羊腿 ","姜葱炒花蟹","白胡椒胡萝卜羊肉汤","葱油凉拌藕片","张裕葡萄酒张裕赤霞珠干红 ","蛋挞","麻辣小龙虾","番茄炖牛腩 ","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","香酥两吃大虾","自制猪肉脯","水煮鱼","冰糖红豆薏米粥","山药养生粥","芹菜炒腰花","谷稻小庄 ","剁椒鱼头","农夫山泉NFC果汁100%橙汁","凉拌菠菜","白胡椒胡萝卜羊肉汤","一品香酥藕","紫薯面包卷","番茄有机花菜","超人气广式肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","油焖麻辣虾","番茄炖牛腩 ","拌土豆丝","木须豌豆","鲜美鳝鱼",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","麻辣小龙虾","党参黄芪炖牛尾 ","油焖麻辣虾","啤酒鸭","黄花菜炒木耳","木须豌豆","培根花菜","炝炒大白菜","香菇鹌鹑蛋","拌土豆丝","爆炒双丝","蒙古烤羊腿 ","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","培根紫菜卷","白斩鸡","白胡椒胡萝卜羊肉汤","炝炒大白菜","意文柠檬汁 ","蛋挞","黑米恋上葡萄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","豌豆薯仔猪骨汤","皮蛋瘦肉粥","山药养生粥","冰糖红豆薏米粥","芹菜炒腰花","小米南瓜粥","香菇鸡肉粥","剁椒鱼头","农夫山泉NFC果汁100%橙汁","水煮鱼","谷稻小庄 ","露露无糖杏仁露"," 北冰洋汽水 ","意文柠檬汁 ","大蒜苋菜","美妙绝伦之白莲花","炝炒大白菜","凉拌蒜蓉西兰花","孜然羊排","凉拌菠菜","蒙古烤羊腿 ","油焖麻辣虾","香辣爆羊肝 ","青岛啤酒罐装",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","山药养生粥","美妙绝伦之白莲花","清爽拌凉面","蛋挞","照烧鸡腿 ","芹菜炒腰花","蒜香包","露露无糖杏仁露",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","芝士烩波士顿龙虾","香酥两吃大虾","清蒸蝶鱼","辣炒鱿鱼","芹菜炒腰花","培根紫菜卷","清炒菊花菜","辣炒田螺","白斩鸡","啤酒鸭","凉拌菠菜","金玉良缘","黄尾袋鼠西拉子红葡萄酒","爆炒双丝","冰糖红豆薏米粥","路易拉菲红酒干红","五色糯米饭(七色)","清爽拌凉面","小米南瓜粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","麻辣小龙虾","自制猪肉脯","山药养生粥","豌豆薯仔猪骨汤","爆炒双丝","清蒸蝶鱼","金玉良缘","谷稻小庄 ","纸杯蛋糕","52度泸州老窖 ","黄油曲奇饼干","香烤牛排 ","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","蒜香辣花甲","辣炒鱿鱼","糖醋蕃茄溜青花","黄尾袋鼠西拉子红葡萄酒",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","香辣腐乳炒虾","焖猪手","香辣爆羊肝 ","油焖麻辣虾","核桃葡萄干土司","白胡椒胡萝卜羊肉汤","清蒸海鱼","爆炒猪肝","五色糯米饭(七色)","芹菜炒腰花",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","爆炒猪肝","香酥两吃大虾","小米南瓜粥","清蒸蝶鱼","香菇鸡肉粥","冰糖红豆薏米粥","谷稻小庄 ","水煮鱼","露露无糖杏仁露","美妙绝伦之白莲花","蒙古烤羊腿 ","红酒炖羊肉","炝炒大白菜","核桃葡萄干土司","紫薯面包卷","哈尔滨啤酒罐装","大理石奶油蛋糕","白胡椒胡萝卜羊肉汤","蓝带啤酒罐装","百威啤酒罐装","青岛啤酒罐装","特醇嘉士伯啤酒罐装","清爽拌凉面","鱼香肉丝拌面","酸辣汤面","打卤面","土豆西红柿汤面","老式面包","南瓜芝士包","牛奶卷","咖啡奶香面包","桂圆肉红豆八宝饭","酸辣藕丁","照烧鸡腿 ","葱油凉拌藕片"
"399","辣炒花蛤","姜葱炒花蟹","五色糯米饭(七色)","皮蛋瘦肉粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","香酥两吃大虾","焖猪手","不加一滴油的酸奶蛋糕","爆炒猪肝","豌豆薯仔猪骨汤","拌土豆丝","西瓜胡萝卜沙拉","香菇鹌鹑蛋","油焖麻辣虾",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","油焖麻辣虾","芹菜炒腰花","自制猪肉脯","豌豆薯仔猪骨汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","麻辣小龙虾","香菇鹌鹑蛋","意文柠檬汁 ","广式虾仁肠粉","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","油焖麻辣虾","爆炒猪肝","清蒸海鱼","水煮鱼","自制猪肉脯","炝炒大白菜","香辣爆羊肝 ","白胡椒胡萝卜羊肉汤","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","麻辣小龙虾","谷稻小庄 ","清蒸海鱼","美妙绝伦之白莲花","大蒜苋菜","一品香酥藕","酸辣藕丁","培根花菜","海带结豆腐汤","超人气广式肠粉","百里香奶油烤红酒牛肉","法国波尔多AOC干红葡萄酒原","芝麻烤紫菜","皮蛋瘦肉粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","香辣爆羊肝 ","香酥两吃大虾","蒙古烤羊腿 ","孜然羊排","白胡椒胡萝卜羊肉汤","五色糯米饭(七色)","金玉良缘","酸辣藕丁","白斩鸡","法国波尔多AOC干红葡萄酒原","谷稻小庄 ","凉拌菠菜","糖醋蕃茄溜青花","西瓜胡萝卜沙拉","党参黄芪炖牛尾 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","清蒸蝶鱼","辣炒鱿鱼","冰糖红豆薏米粥","谷稻小庄 ","凉拌蒜蓉西兰花",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","芝士烩波士顿龙虾","清蒸蝶鱼","自制猪肉脯","农夫山泉NFC果汁100%橙汁"," 北冰洋汽水 ","美妙绝伦之白莲花","牛奶卷","焖猪手","酸辣汤面","52度泸州老窖 ","百里香奶油烤红酒牛肉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","剁椒鱼头","姜葱炒花蟹","蒜蓉生蚝","独家薄荷鲜虾牛肉卷 ","泡椒凤爪 ","五彩豆","酸辣藕丁","木须豌豆","哈尔滨啤酒罐装","百威啤酒罐装","水煮鱼","谷稻小庄 ","青岛啤酒罐装","麻辣小龙虾","自制猪肉脯","南瓜芝士包","山药养生粥","一品香酥藕","番茄蛋汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","油焖麻辣虾","皮蛋瘦肉粥","水煮鱼","意文柠檬汁 ","美妙绝伦之白莲花","南瓜枸杞小饼干","桂圆肉红豆八宝饭","三色凉拌手撕兔","番茄炖秋葵",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","香辣腐乳炒虾","山药养生粥","盘蟹蒸蛋","剁椒鱼头","农夫山泉NFC果汁100%橙汁","意文柠檬汁 ","大蒜苋菜","炝炒大白菜","露露无糖杏仁露",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","芝士烩波士顿龙虾","葱姜炒蟹","皮蛋瘦肉粥","爆炒鳝碌","干锅田鸡","番茄甘蓝","重庆特色油烧兔","番茄炖秋葵","长城窖酿解百纳红酒干红葡萄酒","紫薯面包卷","桂圆肉红豆八宝饭","番茄炖牛腩 ","香菇鹌鹑蛋","啤酒鸭","焖猪手",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","避风塘炒蟹","核桃葡萄干土司","香辣爆羊肝 ","辣炒花蛤","培根紫菜卷","西瓜胡萝卜沙拉","农夫山泉NFC果汁100%橙汁"," 北冰洋汽水 ","露露无糖杏仁露","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","避风塘炒蟹","花蛤蒸蛋","小炒羊腰 ","蒙古烤羊腿 ","五彩藕苗","豌豆薯仔猪骨汤","红酒炖羊肉"," 42度海之蓝","农夫山泉NFC果汁100%橙汁",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","白斩鸡","凉拌菠菜","水煮鱼","辣炒鱿鱼","西瓜胡萝卜沙拉","纸杯蛋糕","鱼香肉丝拌面","党参黄芪炖牛尾 ","土豆西红柿汤面","谷稻小庄 ","番茄有机花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","蒜蓉生蚝","蒙古烤羊腿 ","大蒜苋菜","芝麻烤紫菜","蒜香包",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","香酥两吃大虾","芝士烩波士顿龙虾","路易拉菲红酒干红","凉拌蒜蓉西兰花",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","西瓜胡萝卜沙拉","香烤牛排 ","蒜香包","黄尾袋鼠西拉子红葡萄酒","黄油曲奇饼干","红酒炖羊肉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","剁椒鱼头","水煮鱼","照烧鸡腿 ","凉拌蒜蓉西兰花","芝士烩波士顿龙虾","番茄甘蓝","辣炒鱿鱼","意文柠檬汁 ","焖猪手","不加一滴油的酸奶蛋糕","番茄有机花菜","爆炒双丝","法国波尔多AOC干红葡萄酒原","葡萄奶酥(超酥香的饼干)","五色糯米饭(七色)","小米南瓜粥","姜葱炒花蟹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","清蒸蝶鱼","香菇鸡肉粥","番茄炖牛腩 ","焖猪手","黄尾袋鼠西拉子红葡萄酒","凉拌菠菜","老式面包","玉竹南北杏鸭腿汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","杭椒鸡珍","水煮鱼","凉拌菠菜","南瓜枸杞小饼干","白胡椒胡萝卜羊肉汤","50度古井贡酒",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","番茄炖牛腩 ","拌土豆丝","花蛤蒸蛋","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","冰糖红豆薏米粥","农夫山泉NFC果汁100%橙汁","葱姜炒蟹","爆炒猪肝","凉拌菠菜","爆炒双丝","小米南瓜粥","不加一滴油的酸奶蛋糕","芹菜炒腰花","自制猪肉脯","啤酒鸭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","蒜香辣花甲","凉拌菠菜","南瓜枸杞小饼干","小米南瓜粥","黑米恋上葡萄","辣炒鱿鱼",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","油焖麻辣虾","香酥两吃大虾","辣炒鱿鱼","剁椒鱼头","照烧鸡腿 ","芹菜炒腰花","白斩鸡","五香酱驴肉 ","53度茅台","老式面包","水煮鱼","西瓜胡萝卜沙拉","凉拌菠菜","香菇鹌鹑蛋","肉丁茄子","农夫山泉NFC果汁100%橙汁","白胡椒胡萝卜羊肉汤","美妙绝伦之白莲花","花蛤蒸蛋","独家薄荷鲜虾牛肉卷 ","香辣爆羊肝 ","冰糖红豆薏米粥","自制猪肉脯",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","麻辣小龙虾","辣炒鱿鱼","美妙绝伦之白莲花","孜然羊排","南瓜枸杞小饼干","油焖麻辣虾","法国波尔多AOC干红葡萄酒原","玉竹南北杏鸭腿汤","海带结豆腐汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","水煮鱼","蒜蓉生蚝","香辣爆羊肝 ","西瓜胡萝卜沙拉","金玉良缘","爆炒双丝","黄尾袋鼠西拉子红葡萄酒",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","油焖麻辣虾","倒立蒸梭子蟹","剁椒鱼头","美妙绝伦之白莲花","露露无糖杏仁露"," 北冰洋汽水 ","大理石奶油蛋糕","53度茅台","纸杯蛋糕","桂圆肉红豆八宝饭","木须豌豆","爆炒鸡翅","香菇鸡肉粥","啤酒鸭","大蒜苋菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","鲜美鳝鱼","芝麻烤紫菜","白胡椒胡萝卜羊肉汤","小炒羊腰 ","美妙绝伦之白莲花","清炒菊花菜","谷稻小庄 ","老式面包","清蒸蝶鱼","番茄甘蓝","西瓜胡萝卜沙拉","小米南瓜粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","芝士烩波士顿龙虾","辣炒鱿鱼","麻辣小龙虾","孜然羊排","蒙古烤羊腿 ","蒜香包","清炒菊花菜","53度茅台","番茄炖牛腩 ","豌豆薯仔猪骨汤","倒立蒸梭子蟹","葱姜炒蟹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","盘蟹蒸蛋","自制猪肉脯","干锅田鸡","番茄有机花菜","黑米恋上葡萄","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","爆炒鳝碌","红酒炖羊肉","葱姜炒蟹","青岛啤酒罐装","水煮鱼","特醇嘉士伯啤酒罐装","百威啤酒罐装","辣炒鱿鱼","培根花菜","番茄甘蓝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
